0.437500,4172.000000,639.146851,157.812393,
1.312500,4161.000000,641.431152,158.243317,
2.171875,4161.000000,643.676880,158.311615,
3.046875,4164.000000,645.967834,158.307922,
3.921875,4157.000000,648.235657,158.698456,
4.781250,4171.000000,650.515747,158.366531,
5.656250,4176.000000,652.817078,158.395966,
6.515625,4162.000000,655.002075,159.135773,
7.390625,4174.000000,657.328979,158.984360,
16.062500,4391.000000,681.737366,156.095230,
16.921875,4608.000000,686.284607,149.294525,
17.796875,4606.000000,688.680542,150.118958,
18.656250,4641.000000,691.445862,149.703049,
19.531250,4649.000000,693.953308,150.266251,
20.390625,4663.000000,696.488342,150.650772,
21.265625,4711.000000,699.511108,149.951965,
22.125000,4754.000000,702.457703,149.458298,
23.000000,4787.000000,705.335449,149.367569,
23.859375,4800.000000,707.896423,149.967331,
24.734375,4860.000000,711.205383,149.091309,
25.593750,4905.000000,714.280334,148.746094,
26.468750,4924.000000,717.008301,149.317245,
27.328125,4956.000000,719.908203,149.496674,
28.203125,4989.000000,722.880615,149.719009,
29.062500,5029.000000,725.944519,149.751190,
29.937500,5072.000000,729.123474,149.771194,
30.796875,5133.000000,732.610718,149.269363,
31.671875,5165.000000,735.628540,149.752243,
33.406250,5285.000000,742.751770,149.173279,
34.281250,5338.000000,746.239746,149.214905,
35.140625,5367.000000,749.209961,150.002472,
36.015625,5446.000000,753.282043,149.418808,
36.890625,5491.000000,756.662781,149.902115,
37.765625,5430.000000,757.718384,153.468643,
38.625000,5346.000000,758.135010,157.644104,
39.500000,5290.000000,759.134766,161.051834,
40.375000,5375.000000,763.346863,160.587646,
41.234375,5435.000000,766.967468,160.859863,
42.109375,5540.000000,771.734070,160.042236,
42.984375,5571.000000,774.738831,161.285339,
43.859375,5636.000000,778.584778,161.703354,
44.718750,5748.000000,783.600220,160.963333,
45.468750,5840.000000,787.873413,160.559097,
46.343750,6121.000000,797.426331,155.881607,
47.203125,6396.500000,806.967407,151.551559,
48.953125,6672.000000,819.146240,150.271637,
49.828125,6795.000000,824.917236,150.199890,
50.687500,6892.000000,829.964722,150.808746,
51.562500,6955.000000,834.119324,152.348648,
54.171875,7229.000000,848.999756,155.664703,
55.046875,7503.000000,859.386230,153.253479,
56.781250,8113.000000,882.339722,147.994339,
66.375000,10373.000000,980.130249,158.349213,
67.234375,10383.000000,982.668213,163.358078,
68.109375,10184.000000,978.189392,171.309402,
68.984375,10194.000000,980.573242,176.391296,
69.859375,10050.000000,977.676025,183.423080,
70.718750,10069.000000,980.151917,188.305817,
71.593750,10031.000000,980.641907,193.976746,
72.468750,9891.000000,977.537231,200.740692,
73.343750,9919.000000,980.101318,205.649368,
74.203125,9909.000000,981.251587,210.889832,
75.953125,9755.000000,978.678833,222.763123,
76.953125,4146.000000,783.403076,274.305756,
78.687500,4425.000000,794.205078,276.751709,
80.437500,4171.000000,786.069580,283.055573,
81.296875,4298.000000,790.946411,284.587402,
82.171875,4342.000000,792.855347,286.710022,
84.656250,6821.000000,882.488770,285.131165,
86.406250,9394.000000,975.518982,286.802063,
89.015625,10516.000000,1016.520142,301.496185,
91.609375,10263.000000,1007.322266,318.376617,
93.343750,10263.000000,1006.838989,329.549744,
94.218750,10373.000000,1010.416138,335.471130,
95.078125,10225.500000,1004.673096,340.583588,
96.812500,10078.000000,998.246460,351.036499,
98.546875,9427.000000,973.603149,358.436981,
99.421875,9377.000000,971.018066,363.261444,
100.281250,9477.000000,973.693970,368.892487,
101.156250,9444.000000,971.559326,373.781921,
102.015625,9528.000000,973.492981,379.406891,
103.750000,9503.000000,970.303833,389.314240,
104.625000,9571.000000,971.392090,394.997528,
105.484375,9845.000000,979.555664,402.621490,
106.484375,9924.000000,980.579407,409.375092,
108.093750,10003.000000,980.300476,419.839752,
108.953125,9974.000000,977.597168,424.622040,
109.828125,10031.000000,977.707031,430.490479,
110.687500,10050.000000,976.471497,435.813385,
111.562500,10088.000000,975.752441,441.470062,
112.421875,10117.000000,974.677734,446.919006,
113.296875,10155.000000,973.773438,452.585266,
114.156250,10155.000000,971.567200,457.604980,
115.031250,10204.000000,970.841980,463.427917,
115.890625,10343.000000,972.975098,470.587524,
116.750000,10373.000000,971.463318,476.079315,
117.609375,10527.000000,973.817566,483.631226,
125.390625,8944.000000,900.488647,494.476318,
127.109375,8570.000000,884.040100,494.142029,
127.968750,8336.000000,874.579590,492.628540,
128.843750,8214.000000,868.311768,493.465210,
129.703125,8070.000000,861.515808,493.587036,
133.156250,7445.000000,833.518188,491.323120,
134.140625,4761.000000,760.999390,427.363892,
135.000000,5089.000000,767.544800,437.544800,
144.531250,5878.000000,760.787354,480.340363,
149.031250,3860.000000,709.504700,427.151001,
149.796875,3859.000000,707.888062,428.064697,
150.546875,5859.000000,741.713745,491.663818,
163.828125,5564.000000,693.788574,500.378052,
164.703125,5269.000000,688.042480,490.963837,
165.578125,5261.000000,685.170898,491.427795,
166.453125,5264.000000,682.389526,492.231750,
167.328125,5243.000000,679.405090,492.150513,
168.203125,5210.000000,676.345215,491.598450,
169.078125,5185.000000,673.366516,491.278931,
169.953125,5185.000000,670.563477,491.797638,
170.968750,3329.000000,656.812256,426.358276,
171.828125,3325.000000,655.014526,426.484558,
172.562500,5162.000000,662.054932,492.268524,
173.437500,5130.000000,659.106506,491.469910,
174.296875,5130.000000,656.352356,491.765869,
176.031250,4990.500000,650.434570,487.227173,
176.890625,4851.000000,647.472656,482.378906,
177.750000,4896.000000,644.919739,484.120117,
178.625000,4892.000000,642.225952,484.061279,
179.484375,4820.000000,639.561523,481.512970,
180.343750,4833.000000,636.956177,481.984863,
